"Iron_effect_in_EXP_G_D.LogFC" "Iron_effect_in_EXP_G.LogFC" "Iron_effect_in_EXP_G_L.LogFC" "Iron_effect_in_EXP_L.LogFC" "Iron_effect_in_STAT_G_D.LogFC" "Iron_effect_in_STAT_G.LogFC" "Iron_effect_in_STAT_G_L.LogFC" "Iron_effect_in_STAT_L.LogFC" "Iron_effect_in_EXP_G_D.BH" "Iron_effect_in_EXP_G.BH" "Iron_effect_in_EXP_G_L.BH" "Iron_effect_in_EXP_L.BH" "Iron_effect_in_STAT_G_D.BH" "Iron_effect_in_STAT_G.BH" "Iron_effect_in_STAT_G_L.BH" "Iron_effect_in_STAT_L.BH"
"Rv3267" -0.000145728228839711 -0.00041953529770322 1.9011434358495e-05 -0.000335038051981714 -0.885399063449331 -0.308272534856356 0.165790469004628 -0.119661079821467 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 4.82557210070185e-16 0.0237654810621357 0.182468819694095 0.196704335809502
"Rv3268" 9.4397360974883e-05 -0.000291500744981795 -6.95420472891728e-05 -0.000805268916773791 -0.518648114996833 0.450167906161677 0.50904394662775 -0.0345048266353003 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.000206045389169367 0.00665433779538472 0.000373556325232399 0.627167940010642
"Rv3269" 0.000134834099077691 0.000317230661670724 0.00111832596524961 0.000207543396301859 1.97733225511128 1.41965072373982 1.61016738152201 1.85526932343972 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 1.74726382669254e-16 1.40935722870913e-09 8.51537653206511e-12 2.06655285880432e-13
"Rv3270" 8.11883638266912e-05 0.000320169858871052 0.000475870189168967 -2.75639843274806e-05 2.62740960484764 2.48477857271081 1.72498520425577 2.12800637664368 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 2.95316112922767e-30 1.29987831102234e-27 1.42114253493569e-14 1.43059033185883e-19
"Rv3271c" 0.000109376961337013 -0.000167183354432508 0.000244850749287249 0.000339002812396919 2.47346173299564 2.42346981392823 1.80178898813404 1.8398549767638 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 4.0797913532173e-42 3.435972239767e-40 1.10519365854928e-23 1.09232798641836e-22
"Rv3272" 0.000120203412934059 -0.000506245256674394 7.99213380768596e-05 -0.000829625103205063 0.729738987930889 2.18018006296776 1.70698566204625 0.187325189070951 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 7.91651662338542e-14 4.99740651720527e-85 8.5042144268196e-69 0.0726554170307673
"Rv3273" 3.18337373096981e-05 0.00012056299289429 2.90434974194099e-05 -0.00048767956690482 -0.0293876511433311 1.4033649155012 0.698004905196485 0.00244864401005725 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.845548818780158 1.21364616309665e-28 2.94707864199572e-09 0.993657187978439
"Rv3274c" 1.64409627285126e-05 -0.000352714725625355 8.50000355943348e-05 -0.000330952427912776 -0.104753549021562 0.47181557197857 -0.372386311288998 0.00220506860303792 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.433688585353972 0.00117644923473862 0.00247533686971408 0.993657187978439
"Rv3275c" -2.62591879371775e-05 -0.000187465742926112 -0.000198568104529484 0.0302479122374197 -0.393115655881437 -0.190978297049738 -0.453632322897441 -0.0290312245379958 0.999652421664065 0.99978373860597 0.999897569248579 0.420544308739123 0.013856450356333 0.451635248140507 0.0064044129580536 0.723547526524463
"Rv3276c" -0.000153868197266134 -0.000332911428741983 -0.000164356320641066 0.000508324266085738 -0.456908930311245 -0.258229221807427 -0.17552215444227 -0.0073137995724726 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00356127036958349 0.257353252461406 0.308246420444892 0.970538051198622
"Rv3277" -0.000474139927658092 2.80251581524736e-05 -1.7972812777394e-05 -3.77416373411746e-05 -0.60591684449602 0.0316371058778096 0.250815377181634 -0.0024691848998744 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 3.18052103329962e-08 0.866313547625625 0.0280368968452412 0.993657187978439
"Rv3278c" -0.000114244567561602 0.000179893735438265 0.000108989959397816 4.10787815213055e-05 -0.360419801129803 0.0322720833177762 0.501277489160521 0.00112523497378341 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0200837295674209 0.893360753050493 0.000957517855257207 0.995496038975792
"Rv3279c" -0.00022353068028484 2.27683220186829e-05 0.000273968480719382 4.88890572844038e-05 -0.0610970879756389 0.200396509071516 0.522152496323035 -0.0193637753258997 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.723894714272176 0.359121610425214 0.000232370800533353 0.834154225870415
"Rv3280" -0.000368913418421354 -0.000449602645149204 0.000212588103122611 -0.00121113018355364 -0.682482404084054 -0.596035408958373 -0.260199633253018 -0.00167187882221525 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 7.5302412594458e-11 1.49487370149426e-05 0.0230379623111415 0.99375102884922
"Rv3281" 0.000210712330593898 -0.000100008931546319 0.000231843865282532 0.000180788838982353 -0.380074721314883 -0.349594382676532 -0.3675949090717 0.00267735246671517 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00631349423400562 0.0784963499785578 0.0154671379026864 0.993657187978439
"Rv3282" 0.000377947062293927 0.000480872352203193 0.000349037486302562 -2.44440340558569e-06 -0.769718430714351 -0.926300405398222 -0.435125902505347 -0.0110488115716771 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 1.21041847797915e-09 0.000592626758165372 0.00127892540551943 0.928482166544197
"Rv3283" 5.63601906947294e-05 -1.83187181440464e-05 0.000132111430888348 -0.0001923547311909 0.258496742484371 0.187812289620276 -0.149990380422532 -0.0707160884303389 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0835297789964847 0.256174394412748 0.341330146680861 0.387663706712964
"Rv3284" 6.86146452811202e-05 0.000249953655088117 1.13310568433929e-05 -0.000465984675960487 0.211136108440413 0.230770719817286 -0.110242127611359 0.00214033632529097 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.124550743581911 0.129379436433603 0.446216093101879 0.99375102884922
"Rv3285" -5.76137574583734e-05 -0.000129533846429456 -0.000570028970503027 -0.000363478233794951 -0.0538587332101304 -0.0295605346399107 -0.439984347822894 -0.0107581550872322 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.72167910299428 0.866313547625625 0.000425329224912648 0.919605129987956
"Rv3286c" 0.000105438724322501 0.000304819153784206 -4.33936631295033e-05 -2.15796520333803e-05 0.612109170294446 0.224937716075717 -0.178440184714124 -0.110323067901965 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 1.54150250343175e-08 0.0734537539232001 0.127658794127806 0.219601011263226
"Rv3287c" 0.000199485854021688 -6.45742503664131e-05 -1.34814145095949e-05 -4.78266936401386e-05 0.728391676474341 -0.310047216087142 -0.395082639218514 -0.0775305986525131 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 6.79885939701022e-08 0.0374099120468106 0.00464622814910928 0.367180013331098
"Rv3288c" 0.000243946113263034 0.000142283695802841 -6.2470199341559e-06 1.84614802412831e-05 0.657978738898093 -0.429693796416435 -0.587402963193861 -0.335657235857707 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 6.62033274990061e-05 0.0151878703806339 0.000522326010320296 0.0281701983441872
"Rv3289c" 0.000147648687416558 0.000314569544656031 1.90450124737097e-05 0.000607778130471042 0.296764651661735 -0.5605549008783 -0.804321613376243 -0.278545523013135 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.110958547241811 0.00376137945536327 2.00088304068603e-05 0.0569273330507216
"Rv3290c" 0.000112756328833113 0.000484342483939978 -3.03779266328223e-05 -5.90593103936817e-05 0.324256810835616 -0.511749696993814 -0.971515994962825 -0.0679921712195399 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.120882015367183 0.0229658593314285 1.37339251411354e-05 0.421002715991778
"Rv3291c" 2.6703875796893e-05 0.000133487877107256 -0.000143740595942097 -2.1914729551641e-06 -0.175196161062652 -0.663862892571594 -1.36506246917683 -0.579632428073398 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.178230132340226 9.63209782090209e-07 1.69874286756486e-26 9.79124612625921e-06
"Rv3292" -0.000136233071336775 -0.00017191417619489 -0.00141192479577702 -0.000441942147282436 -0.412611984402322 -1.04051866963577 -1.10195086823616 -0.610533554123028 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0150298827924945 4.35029283152003e-08 6.98532458037795e-10 0.0015427386605942
"Rv3293" -0.000129067966102665 -8.16877752416283e-05 -0.000734297301861664 0.000116923127951594 -0.685050307322557 -0.929189678808176 -1.01915329144058 -0.196165232198856 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 3.00072126748892e-05 1.24674029197793e-06 4.45081440795191e-09 0.106223080871295
"Rv3294c" 0.000337060478866092 2.35892787410809e-06 0.00023363076099081 0.00024441276296397 -0.558716517223432 -0.215752333729578 -0.555011021157356 -0.59828706776812 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.000144434069062278 0.369239100195232 0.000515226562740779 0.00144200038444034
"Rv3295" -4.92129736106723e-07 0.000219387165834056 0.000191711208338214 -0.000224823825405702 -0.623115822323342 -0.731146053976793 -0.25860622832682 0.00767289715825659 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 7.33915301296169e-06 3.69249323312774e-06 0.0823289712873764 0.959385643934073
"Rv3296" -0.000153406825754186 -5.77231879579968e-06 -0.000262503730584499 -0.000561911398933863 0.432849193007426 0.516445699611933 2.88721081331371 -0.0040289735865359 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0188401677373895 0.0129344547248632 5.86318569052809e-47 0.993525275953133
"Rv3297" -0.000161294053219069 -0.000189616246180348 1.67570972320903e-05 -0.000370672342339839 0.277503794383346 -0.311144602458024 0.733544250128615 0.00136596797009787 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.124405690214301 0.183025780450526 4.3641198365317e-05 0.99375102884922
"Rv3298c" -3.91694288289309e-05 0.00025866800962663 -5.29767147187986e-06 0.000297037614382799 -0.0159679621365939 -0.458835670353995 0.46576711517614 -0.00214887529904511 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.913531714768712 0.0622960656820595 0.000178271276604041 0.993657187978439
"Rv3299c" 0.00015467039943156 -0.00014480695495107 5.77783629845654e-05 -0.000486073068488009 0.0982112826673889 -0.772619318345176 -1.08708466416369 0.0092623838676715 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.382823931921197 3.60473436069475e-08 7.16531545888169e-24 0.909276906667013
"Rv3300c" 0.000242289155142182 5.73607193898191e-05 1.64722492758827e-05 0.000117806816667291 -0.0237101134269967 -0.916966656805684 -0.86838281631484 0.0761794378001477 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.889438083616531 0.000374120113101695 3.05328180309849e-08 0.376181067898196
"Rv3301c" 0.000385783922797111 -0.000155927640852512 0.000289136377300956 0.000181526064270316 0.0441479292606398 -0.412995920021922 -0.694056271747227 -0.00446341707155724 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.767358833631382 0.0386819694653894 7.16067889609992e-07 0.983915096651202
"Rv3302c" -9.93201888967287e-05 -0.000264407339134527 -0.000127998223962528 0.000137941692578159 -0.102912500579271 -0.593032538061946 -0.618837888456746 0.000857868385017056 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.251202185646539 1.88651091452004e-06 1.48176000172465e-13 0.99375102884922
"Rv3303c" -0.000334805323643537 -0.00159553273637915 -0.00026898232768767 -0.000160548621412888 -0.311969559148443 -0.707985397853564 -1.91673999095283 -0.00729545802081476 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00783440039964622 1.10073860328992e-05 1.87687250995603e-49 0.958783974173263
"Rv3304" 0.000120813038358965 -0.000425245875679417 -2.02448162697501e-05 0.000107890904528595 -0.367530398828209 -0.501844517538807 -0.387205748379082 -0.00294567954698206 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0198618594418484 0.0424643271404236 0.0212809855250122 0.993657187978439
"Rv3305c" -0.000129321780885304 -0.000111522193402533 0.000124990948450224 -0.000481373163220346 -0.323838682412737 -0.263750679598221 -0.736910396538962 0.00123481778236217 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0023216719176012 0.122423457493655 9.94218164986794e-11 0.99375102884922
"Rv3306c" 3.39885716229087e-05 -0.000182892599012398 7.42133784342115e-05 0.000346257055203043 -0.344498422287854 -1.11242444320701 -0.861042092859775 -0.00163772816812886 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.012379546072332 1.42987431608991e-10 9.4164852415942e-10 0.99375102884922
"Rv3307" -0.000136955990578885 -0.000410649030373659 -0.00015317536705648 0.000192935415280214 -0.488583503475331 -0.25861338345424 -0.288813667195254 -0.00137699100096939 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00308448470275931 0.290823287953342 0.0975366522547161 0.99375102884922
"Rv3308" 5.46860845335892e-05 -0.000371821243026712 -0.000192117101222776 -0.000548862392285506 -0.741194713238846 -0.414374386352581 -0.337388289258587 -0.0179834699990702 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 4.72622951687611e-06 0.107663095322024 0.0441577806110867 0.863588344610387
"Rv3309c" 0.000308609539614058 0.000205669582268348 8.64281795251353e-05 -0.000331389323714028 0.147638572257493 0.476015900674325 0.0711162350455381 -0.00388543128897064 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.349694240011651 0.0172122979678792 0.666259065208713 0.993434606278659
"Rv3310" -6.86331102748182e-05 0.000100794551103289 6.59264423834277e-05 -0.00037128012768083 0.0309076749259558 0.426748907744704 -0.11351245816902 -0.0217434268647106 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.896058308516044 0.0779371326737662 0.636242632997297 0.822226841120451
"Rv3311" 9.33795024100534e-05 2.44091170133434e-06 0.000164286500878376 4.31384690466228e-05 -0.289335085260026 0.0692420151121046 -0.0725439031167702 -0.0230276709425052 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0912447344258378 0.781838185555579 0.720757817897045 0.793164461577772
"Rv3312A" -2.86493073105992e-07 6.14849029122816e-05 5.72002702930489e-05 0.000138531263916053 -0.660823010923023 0.205130671023475 0.481207275530815 -0.106099581032684 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00139413284321862 0.38713317202698 0.0232778195331251 0.288286871585416
"Rv3312b" -0.000122721903038789 0.00144338538857764 0.013401485478074 0.00014828020906167 0.157415780840785 0.575033871093421 1.21369176317891 0.0340128654933775 0.999652421664065 0.99978373860597 0.923080302985822 0.998493520944799 0.426094019988737 0.00503024301533223 1.25936708392895e-10 0.653515283937781
"Rv3312c" -1.20692429443015e-05 0.000440490280615408 0.000217255486086795 -0.000325875563399694 -0.0958376277002088 0.455399300617469 0.192495927108275 0.00327721097216811 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.484509304796841 0.00416270104530482 0.11477265599728 0.990751463179821
"Rv3313c" -0.000503575225513071 0.000148774047458494 0.00015220462397604 -0.000294668392097736 0.209913352056841 0.0501871646473119 0.257186416279497 0.0458774026900149 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0943023889654069 0.836705302511999 0.0681376062573946 0.491159340078103
"Rv3314c" -0.00025766402842946 -8.15648589105971e-05 -7.48739165455203e-05 0.000501726958746992 -0.000714925179287333 -0.389324848587188 -0.232791129433114 0.0400795200944791 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.996512190047951 0.0771866668203958 0.109859220113036 0.545354122241443
"Rv3315c" -0.000182746811532403 -0.00011958583518662 -0.000524303895182936 -0.00046048977594282 0.108974299792561 -0.609434027736138 -0.41619710936364 0.00570892728130203 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.63027123603431 0.0720319133184702 0.0938922071414195 0.987006062207018
"Rv3316" -0.00026278807277586 -0.000109369647628802 -3.39301549412356e-05 -0.000581959077967838 -0.193237310723475 -0.410574601215202 -0.512950306092637 -0.0210995568869163 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.229557783614565 0.11826038411288 0.00405233746454586 0.808473079709592
"Rv3317" -0.000560874256719308 -0.000200331341377692 -0.000257580525512252 -0.00391117708269297 -0.378698864984604 -0.424216704446947 -0.544696720133019 -0.00520701759974176 0.999652421664065 0.99978373860597 0.999897569248579 0.883424100659036 0.00123352973157931 0.0933621301487496 0.000428090648501095 0.975594277746999
"Rv3318" -0.00030866660825674 -0.000607568054848426 -0.000497552311289652 -0.000488552355706198 0.0203097812504694 -0.634827227663127 -0.865378783271276 -0.00234647435451694 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.89137040104935 0.00102702207993769 1.24483579534248e-10 0.993657187978439
"Rv3319" -2.22564398337976e-05 9.55490867886937e-05 -7.66745837041959e-05 -0.00130928006676734 -0.00822368778191333 -0.38166690317833 -0.6183306067499 -0.0082244498231129 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.968406821497212 0.129571076977192 0.000723611129359502 0.964049559558542
"Rv3320c" 2.13546508837379e-05 4.43141120176143e-05 0.000151973063960941 -0.00033437399119373 -0.258109890748949 -0.382269032570797 0.0135733357160838 -0.0692790301715192 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0907506340117868 0.111801631952706 0.948486081727179 0.409157214553074
"Rv3321c" 0.000187010261941558 0.000374319803617007 0.00013874184100501 0.000200771392088151 -0.1488911442543 -0.727364059089216 -0.0707941586058757 -0.0039537238499851 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.504024699615329 0.0309882729991891 0.784591370247099 0.993657187978439
"Rv3322c" 0.000133211452235004 0.000249254920208787 0.000350200295369354 0.000920635633306569 -0.269465400650914 -0.379142679531911 0.297689400668895 0.00652652109972502 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.103053845827312 0.143372343201829 0.0738867515496925 0.978781474868558
"Rv3323c" 0.000159958824677251 0.00031964910813942 -5.47516975139205e-05 -8.88874529887566e-06 -0.157337000459649 0.249152105807933 0.082365566538208 0.00386769615493046 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.320126597414412 0.220548496715285 0.631474661704507 0.993434606278659
"Rv3324A" -3.01228469822794e-05 9.81185087372095e-05 0.000966986052007648 0.00336111104666189 0.0140493415562765 0.202923443274867 -0.230004410904267 -0.0151392484812964 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.961325644732889 0.52296955956193 0.447673084450343 0.925953164461942
"Rv3324c" 0.000208211624266738 1.1420202440837e-05 0.000413763002500725 -3.58911418764997e-05 -0.125120198576708 -0.194767750159947 -0.144891596801329 -0.019446632548623 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.533246705010109 0.514882351523564 0.520697246603577 0.857164024157492
"Rv3327" -0.000121426566546581 0.000258046809731589 0.000349625992246131 -0.000295862698756154 -0.299358768620127 0.161759874888993 -0.0839415139684919 -0.000454985319245931 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0347261353945406 0.530797170314661 0.610649938247223 0.999281315573448
"Rv3328c" 4.68268630571602e-05 -0.000148566623585363 2.29261809386779e-06 0.000407482806877077 -0.146744787158888 -0.248951135777842 0.310992469235987 0.00445870199239444 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.43422073114157 0.283042482270312 0.0883028388203895 0.993043055333669
"Rv3329" -0.000474508365414748 -0.000402991614086147 -1.12147459247982e-05 -0.00216575286664504 -0.31908774099307 -0.45838563149063 -0.298921363450723 0.00325457706392579 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0031722858510854 0.00479951725831055 0.00992166656943494 0.990751463179821
"Rv3330" -0.000110280844836346 -0.000252439573001248 -0.00097381350625899 -0.000660909318533312 -1.61209052072517 -0.579039281903239 -0.40128296206846 -0.0204472346925826 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 9.23631767336033e-16 0.0221876278439004 0.0535032550537638 0.834431101143404
"Rv3331" -0.000196254615639383 2.11236184283177e-05 2.21822021847826e-05 -0.000215264474751433 -0.492508198426898 -0.488140677968777 0.199708340959579 -0.108649622597236 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.000134641835447575 0.00774050127667123 0.161552638536637 0.243432158073557
"Rv3332" -9.7991393216178e-05 -4.04313595161137e-05 2.40379346862641e-05 -0.000167138678566398 -0.421832224848365 -0.203173331810875 -0.214655669130544 -0.0396954874543249 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0567866483978541 0.485462885886015 0.390545966117928 0.622556683118696
"Rv3333c" 5.80229531401279e-05 9.9456055482458e-05 -0.000277303158501214 0.000119055576860995 -0.0493995506614378 -0.0770949188749237 -0.6000665319293 -0.0282265380240715 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.846293519597629 0.828243200058412 0.0159019969995123 0.762041285671927
"Rv3334" 0.000276129955679399 0.000246517150496709 -3.3247509854677e-05 9.20711531416406e-05 -0.280322847908661 0.200369726815019 -1.31158051674808 -0.205240467306464 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0385025358073479 0.244380248987629 2.19562095257917e-20 0.0863722953710162
"Rv3335c" 0.000250504757189998 0.000166581018387044 0.000583244449066411 0.00037184867750531 -0.104267993575045 0.185604897182237 -1.38970417807338 -0.0623482656836118 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.490618880411042 0.359121610425214 1.73687458791077e-20 0.42983113721102
"Rv3336c" 0.000112423152721045 0.00023357035268301 0.000133483545649296 -0.000296056298032889 -0.366736935439123 -1.03061544915931 -1.17634571381492 -0.0103712409605317 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00492659815859859 1.63652054239145e-08 3.03851744517983e-17 0.928482166544197
"Rv3337" -0.000121752043588903 -2.32447943570048e-05 0.000158436138751576 3.50829156325757e-05 0.336104887400467 0.162716066070508 0.33874486945126 -0.00142945085832997 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0742939443774647 0.482824889368112 0.087397890983077 0.99375102884922
"Rv3339c" 0.000215288289105722 0.000207276908257956 0.000757346875859609 -0.000177875227046112 -0.53487340509769 -0.57704178560987 -0.605177492361263 -0.00442347629425516 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 8.88901649044732e-07 1.47179313526763e-05 3.37841961421559e-08 0.978781474868558
"Rv3340" -0.000102738052858922 -0.000119977528518947 -5.03054346987862e-05 -0.000490209876392613 -0.844699151374065 -0.567291609500408 -0.297511668919902 -0.0744123201122381 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 1.16519102132192e-06 0.00257886858564283 0.105033071182842 0.387663706712964
"Rv3341" -3.2586661745552e-05 -0.000430057562756901 -0.000354653246762572 -0.000371439751262818 -0.634834695946429 -0.853902436985722 -0.656269858816833 -0.0489622080688503 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.000188023492934369 6.35842133346995e-06 0.000189303991392267 0.516897162845454
"Rv3342" 0.000153296706676197 -0.000385714057926985 -4.09921657528774e-05 -8.57005589473517e-05 -0.658818217663002 -0.749531904434759 -0.923476841282794 -0.0115922285869565 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.000227604859757045 0.000368978708708924 8.29173612506892e-07 0.935640251664748
"Rv3343c" -8.27679616237559e-06 -0.000139450371219526 0.000188317044268171 -0.000406555463076377 -0.0233344094377555 0.016374975248934 -0.413234244849164 -0.0135542077888555 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.896013992574021 0.939071935798377 0.00442249242773856 0.899450417941372
"Rv3345c" -3.17283009891265e-06 -0.000110674426304288 -0.000718580153188015 0.00825289904111796 0.0577495786400118 0.295716999698585 0.0499771474351558 0.00467995503066467 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.841437891575207 0.382735943297345 0.891592275262154 0.993657187978439
"Rv3346c" 8.88125773225676e-06 8.4009389194314e-05 6.94631158259005e-05 0.00149094823179074 -0.36493965434913 -0.0343871511943168 -0.0612265084398194 -0.0123798537296871 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.105987158399348 0.932268976889237 0.833787120156342 0.938891746122759
"Rv3347c" 6.5927305451709e-06 -8.51305127650345e-05 0.000147501573176552 -0.000367408451234652 0.0763148402049708 -0.154143811638152 -0.805691855285158 -0.0102227771932455 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.704099478560943 0.44864843893671 5.65236190541475e-06 0.946139306557062
"Rv3348" -8.02530328546816e-05 -0.000705560872342177 -0.000110785701630128 -0.000339277857376974 -0.363726101249057 -0.469146371472427 -0.15959853648334 0.017060651388334 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00604329065045521 0.0592429482511103 0.322251594663146 0.837486033678612
"Rv3349c" -6.47845465277685e-05 -0.000102112932093828 -0.000177545633223081 -6.85380914908527e-05 -0.346926895773443 0.43997933903576 0.0410955501813206 0.0330364036262786 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0454143826068639 0.127245239617482 0.846979879104072 0.68496338098467
"Rv3350c" 0.000110997924552952 -0.000621531725296279 0.000192532291541407 -0.00045256862551954 0.0190674142318839 -0.388044653292706 -0.585959290719245 -0.0210849699251775 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.881802435115768 0.000871967130814376 2.00055532389654e-09 0.720813364460409
"Rv3351c" 0.000279877302514911 5.23295110273859e-05 0.000326029172599333 -0.000741568381219135 -0.11834365517057 0.113481841290256 0.112076074031773 0.0111457532931575 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.552412355226264 0.708498648584345 0.601063154704386 0.946139306557062
"Rv3352c" -5.15344906183396e-05 0.000183089423389564 -5.06063255633644e-05 0.000518274714433225 -0.618202480476272 0.282595841644374 0.578992224289588 -0.0407274032105247 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00580324479166987 0.38827154029812 0.0141544565023793 0.612785859627475
"Rv3353c" 1.12054015443855e-05 -0.000143783215241031 -0.000915829228441711 0.00120716973461308 -0.451133964908443 0.00519623691778003 0.153598483852142 0.184541198246578 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0635254382627085 0.992053084856457 0.5716951519476 0.190072316837404
"Rv3354" -0.0001246980763794 0.000307633305575467 0.000142434429701605 -0.000839636790721652 0.354558537606853 0.537474363117414 0.558203995539446 0.00782258950899315 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0457523250654524 0.0104713036497501 0.00149483729784226 0.96587522253443
"Rv3355c" 0.000207208758485153 -1.60320265409258e-06 2.78501699486157e-05 0.00793191695936058 0.168319325515649 0.0060793099322087 0.306224323712086 0.0167217647235636 0.999652421664065 0.99978373860597 0.999897569248579 0.94200516400776 0.391784007395995 0.983400071592938 0.0945757928893575 0.881908560085163
"Rv3356c" -0.000298736227995086 -8.33906001921908e-05 -1.86138549562608e-05 0.00067241962051768 -0.0304357505030018 0.176341077944778 -0.273376477730089 -0.0186138699862245 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.817323949909206 0.297710556515299 0.0091810477630133 0.793164461577772
"Rv3357" -9.48111480591194e-05 -0.00050658279236292 0.000176621206131928 -0.00710202070469282 0.1704497216684 0.28650361669418 0.547976944787193 0.00495294020000819 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.446981386533696 0.362456930085974 0.0241564221401135 0.993434606278659
