"Iron_effect_in_EXP_G_D.BH" "Iron_effect_in_EXP_G.BH" "Iron_effect_in_EXP_G_L.BH" "Iron_effect_in_EXP_L.BH" "Iron_effect_in_STAT_G_D.BH" "Iron_effect_in_STAT_G.BH" "Iron_effect_in_STAT_G_L.BH" "Iron_effect_in_STAT_L.BH" "Phase_effects_with_Fe_G_D.BH" "Phase_effects_with_Fe_G.BH" "Phase_effects_with_Fe_G_L.BH" "Phase_effects_with_Fe_L.BH" "Phase_effects_without_Fe_G_D.BH" "Phase_effects_without_Fe_G.BH" "Phase_effects_without_Fe_G_L.BH" "Phase_effects_without_Fe_L.BH" "Effect_of_Fe_in_response_to_Growth_arrest_G_D.BH" "Effect_of_Fe_in_response_to_Growth_arrest_G.BH" "Effect_of_Fe_in_response_to_Growth_arrest_G_L.BH" "Effect_of_Fe_in_response_to_Growth_arrest_L.BH"
"Rv0283" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 4.20857434962615e-10 2.78390889731077e-05 0.0039242794786552 1.35636309771743e-12 0.0194173968928279 4.18351472942906e-05 4.89906810748554e-10 4.81606014950315e-11 5.14491344512584e-06 0.287462639014199 0.0147425137491841 0.234682894034899 7.12806023224595e-06 0.000965886114669126 0.0190384026613109 1.31655818113568e-06
"Rv0284" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 6.42973256842944e-17 1.6703194393741e-07 0.299998767079373 5.3426508750895e-13 0.00114164156951794 2.98925098824014e-08 3.90354904275262e-16 1.02865186699774e-07 8.18887398826249e-08 0.912488367319376 5.07919424944882e-11 0.00391560293382579 9.68964040750104e-09 0.000317297175394217 0.374313167596449 2.18973216078712e-07
"Rv0285" 0.999652421664065 0.99978373860597 0.999897569248579 0.481945571255711 3.49479979836537e-09 6.68801744153937e-06 0.92116721350552 1.20356901975657e-07 0.0163576014579869 4.48636873053997e-12 8.09846037366667e-19 1.84911663996855e-05 0.00026154533846176 0.00576246473044653 5.55278978027392e-16 0.314881702154865 0.000100464961473559 0.00867234327420589 0.692566069062191 0.362358144059817
"Rv0286" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 1.97046918877505e-16 1.10743179036888e-07 0.961214278246032 1.38047664693532e-12 0.0043588128730495 4.52992230228063e-14 2.0841898908628e-19 0.000180363492000705 7.83124973918913e-08 0.0908081479342671 2.43083004559181e-18 0.00179710777509597 5.03932274619062e-08 0.000221263492604132 0.884006090603241 3.74060231194244e-05
"Rv0287" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 6.58901346846424e-15 3.48370203423773e-08 0.0619525932865328 7.08472532820783e-13 0.0162966242003579 7.7606874712857e-10 6.38268311432538e-19 0.00364526893937767 6.64520116148957e-24 0.973395195345525 3.07731478399744e-11 2.85150946074475e-27 1.01597031183119e-06 8.37615674879511e-05 0.184986321818758 1.52462006953693e-06
"Rv0288" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 9.82992186859382e-22 2.92047495026574e-06 0.907755820923433 8.59276561218855e-16 0.0733817554888448 4.70123503582544e-09 1.14457101879925e-16 0.000355223024026313 1.59629250516459e-28 0.41686816071229 2.56712710256629e-16 2.41377924507261e-31 1.45286884868518e-09 0.00167615243512785 0.955349254368501 8.41556353134154e-07
"Rv0289" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 5.21161559432036e-24 9.41684586804342e-07 0.927325644389357 1.989510396073e-15 0.128941647375414 1.68695633265373e-10 4.20999425163001e-27 0.525366215797493 1.25246354096668e-16 0.202191229539239 3.06748544614206e-25 1.42228814710447e-15 4.41824984387129e-11 0.00154280377730077 0.833799951838204 4.69852157954225e-08
"Rv0290" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 1.7137848359346e-14 0.000524912042756857 0.369018675710909 1.02020835113039e-10 3.65450582274276e-06 3.63369798048926e-09 9.56670120134194e-17 0.00153552063665527 0.00487566842505655 0.0357956432442947 5.2813029279556e-20 0.000295538053916941 1.01469106074525e-06 0.0243764906495723 0.674737287372149 4.8759458365795e-05
"Rv0291" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 2.46750517876255e-12 0.000805905082023692 0.150284821123246 6.14003872614238e-09 0.000238560912841432 9.27351215260348e-06 3.09720634627449e-15 0.00554996415086327 0.00139267458400564 0.564744138976214 2.44733626125741e-19 0.000416039536119295 7.55207019045352e-06 0.0208450580353058 0.571428120548133 0.0002362593213739
"Rv0292" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 1.81471839228592e-38 4.18158099205111e-18 0.883904769673264 8.32232968458284e-31 0.0477863835066175 2.17866169788197e-08 2.265095339965e-20 2.04083644870567e-05 3.005892152786e-24 0.000517513962578232 4.18343712175759e-18 3.19974536303568e-16 1.1859560761283e-16 8.43103757884996e-10 0.7693297154396 7.83323324938351e-17
"Rv0293c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 5.23850596524855e-05 7.7421556159277e-05 3.62613754890131e-07 0.377580894067424 0.217374982973547 0.823484951700607 2.99161794618615e-05 0.055254572734294 0.000844547172358152 0.000257227340731452 0.13260226934785 7.09688667771298e-06 0.00432728795116288 0.0449765234794149 0.000180856982332417 0.68644969874401
"Rv0294" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.015578381792325 0.78239935383459 0.671286880453186 0.781464823726017 0.487349472199666 0.0478915154297929 0.0572426368811792 0.168428140714878 0.000626146825165362 0.00469175173903682 0.00701019178406719 0.0025405369959335 0.102363553657529 0.580967593537408 0.6768436537916 0.97223460951654
"Rv0295c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00073259794376476 0.360772786090967 0.727879540629126 0.853302412031041 0.478473639752816 3.12671308683638e-09 2.0987326142465e-27 7.71021729550223e-08 8.23289451306466e-06 9.44599651139874e-10 2.12216178506046e-24 5.33262526168377e-07 0.0245636223564383 0.702688215102956 0.739061347254578 0.998498138481726
"Rv0296c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00230663792952944 0.957275388003341 0.000117754188676533 0.964049559558542 1.27739028336124e-20 0.28182729542866 7.46907235425556e-06 0.091849055923794 8.33500192627493e-14 0.131082429216818 0.938121528876141 0.100892655968114 0.394918536434528 0.836467097109991 0.00475957868101274 0.999615955253652
"Rv0297" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.722192246448239 0.71973995631985 0.144402787639483 0.99839897428533 0.577894105111226 0.00209197289277466 0.0536702417830375 0.308436731271643 0.661085732218304 0.000123466670732142 6.42790261096067e-06 0.977070270031155 0.953983907624209 0.744225803624894 0.13220473725563 0.998498138481726
"Rv0298" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0869788981684685 0.0139875263884163 1.74619954221969e-10 0.923632972070481 7.91574377484304e-07 0.0171385938043458 0.0938101167593191 0.5171784933854 0.000602732954615621 1.27510864098657e-06 3.10426871068485e-17 0.00114380960604435 0.453220850106795 0.18352418836803 1.61561219347877e-05 0.654314795670309
"Rv0299" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0804333430805562 0.000212480155368638 2.69258499230954e-14 0.975594277746999 5.51205085642068e-07 0.557457394467229 3.09289799032762e-08 2.83332703319891e-30 0.0115471724776152 0.00912438520678841 0.0530719756799208 2.21490433587109e-27 0.176369647860138 0.0543528526804257 4.02134286456754e-07 0.998498138481726
"Rv0300" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00715566770182787 2.19619530913052e-07 1.8511316359786e-09 0.771922172461305 1.12914750266792e-12 0.327805685609401 0.000202266776708806 8.48072109558221e-28 1.6244926990236e-06 4.24578951822262e-10 1.992524581994e-23 7.41995677297115e-31 0.22813984996245 0.00142559349304526 0.000108052583897672 0.998498138481726
"Rv0301" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00646153799059764 4.85571360412421e-06 1.46850299238104e-18 0.644092469953421 1.19775559031565e-12 0.0153775794635163 0.0155790202312405 2.98927726304746e-27 8.62147342916702e-08 1.67680653444997e-12 1.8013216331889e-06 6.52970887938336e-33 0.372258349943174 0.0056375592799394 1.50958171579951e-06 0.998498138481726
"Rv0302" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.215265995278016 0.0288931443000654 0.00308239642597107 0.970538051198622 1.9828052745007e-11 0.0493283721747148 2.15269261675841e-05 1.32633094475555e-15 7.41367025770973e-08 2.18118354007959e-06 4.12819164445184e-08 3.97593624792485e-16 0.526873780168161 0.121863909816283 0.534739903117931 0.998498138481726
"Rv0303" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.250346258865812 0.450202733095582 0.0586758300734173 0.998111467395166 5.62850236214034e-16 8.6673687859314e-05 0.874721972335887 1.28743172139951e-22 1.74504716079828e-21 0.00331439958519148 0.334246118306328 3.30634779593854e-20 0.383188287614088 0.702116328741218 0.66962015692106 0.998498138481726
"Rv0304c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0510322139461427 0.651592605337165 0.342642771277233 0.975594277746999 4.19251113495154e-20 8.2252579317899e-07 4.95209998923483e-12 0.0297156298841424 1.00947573425226e-12 3.97515002215758e-05 2.44312376223596e-12 0.284208735777341 0.28974516471263 0.789785947353864 0.980227089221255 0.998498138481726
"Rv0305c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 5.70433006161496e-09 0.636240280186809 0.0105047042970644 0.882019752075337 0.267461189486072 6.73459615278722e-05 0.499219228979177 1.74449598432306e-12 5.56739116956396e-15 0.0141603899360764 0.000274769406735181 1.13788709414333e-09 2.46270021578553e-05 0.511262922002761 0.0768184267665433 0.998498138481726
"Rv0306" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.000692550274220147 4.38868342116932e-05 0.0785448915225176 0.919605129987956 1.46055714485523e-05 0.0794420123045425 5.63376449834898e-17 4.44167128137567e-05 2.55924673444993e-18 2.745084096006e-16 3.35403605672068e-24 2.22688539351086e-07 0.00793535540704571 0.000269511532241579 0.361299652337057 0.998498138481726
"Rv0307c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00580860149230218 4.19856499173156e-08 0.0404167827770612 0.993657187978439 4.03253776542283e-06 0.00764717608483041 3.99263197248719e-11 1.59963587360329e-08 2.68557004098371e-14 1.15162589860817e-23 8.73036575568042e-24 2.50636779876635e-06 0.0932345380291363 2.06810045835014e-05 0.0388952290749968 0.998498138481726
"Rv0308" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.14205264328394 0.861286897954584 0.0367674351499728 0.97522934107749 0.173753988553358 1.7030546737761e-25 3.7203980988481e-25 0.027286954372601 0.012317619776353 3.93249455898698e-23 3.57150446610137e-37 0.0755538748925047 0.565818422671874 0.866668992104742 0.121474929377025 0.998498138481726
"Rv0309" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.392140801464992 0.410265449534112 8.52642660049293e-05 0.99375102884922 0.38519298740616 5.17358887310886e-06 7.33484664123064e-26 2.02271054712984e-20 0.50567201468274 6.31699800998663e-10 2.53227903126904e-49 1.18186273743735e-21 0.928190710909256 0.288277647209964 0.0041914041831086 0.998498138481726
"Rv0310c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.56100566563397 0.997097680411601 0.0694411183630613 0.819388877092949 0.0141370813781212 0.295449830835506 5.70244699531529e-05 6.68740774416196e-10 0.0266282314122594 0.0783322518005082 2.20269673940451e-09 1.40553781115037e-07 0.936526173201998 0.710459232933178 0.215272552019276 0.998498138481726
"Rv0311" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 4.44780409448381e-11 0.0475726557432166 0.000750635303733702 0.978781474868558 0.257147961050745 0.00992178213101461 6.96084162806022e-13 5.5244134154158e-07 1.33373201981489e-15 1.34554168612452e-05 0.00172162437639228 4.31152283325642e-07 1.6990639837616e-05 0.376235217089804 0.014026073149406 0.999615955253652
"Rv0312" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.274027516102236 0.0062070849849839 0.969601311935562 0.992159987627686 0.377326031070681 1.0632753680874e-06 2.75830596560943e-28 3.3147217842085e-12 0.356590061801022 0.157900127595075 1.76934094911057e-23 1.2833808417683e-13 0.305447876331198 0.0434414303320395 0.583651693360878 0.998498138481726
"Rv0313" 0.999652421664065 0.99978373860597 0.999897569248579 0.423628197606069 0.0137136408267964 2.44583054931548e-08 0.113279091190797 0.97558010820986 3.08608776684476e-19 3.81638935582549e-20 1.65466656846192e-89 9.58801407398117e-10 4.62692083150219e-33 8.30118566140018e-47 4.6152276667064e-73 0.000129660689194051 0.0939543462279349 0.00203582103099989 0.256991441805218 0.78269184071647
"Rv0314c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 2.84785607779132e-06 0.00012817961099961 0.5716951519476 0.993434606278659 2.92355690150982e-12 3.18633726478382e-20 1.29659858102748e-77 1.22670332891839e-08 1.20560573477533e-34 6.64225862122114e-38 4.83327907610541e-63 3.80424684981356e-09 0.0013606110143267 0.0341760532965376 0.277531274819074 0.998498138481726
"Rv0315" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.831964508161452 0.0108216362320811 0.0695613663417589 0.806468899952634 0.0350843989020131 0.00336681573053622 3.12970385965336e-05 0.0574103608416301 0.032318337307241 0.286733253222557 0.0207771307508871 0.000850474472105086 0.986322189898931 0.0129478854105489 0.286293884309739 0.998498138481726
"Rv0316" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0502662160595727 0.343948291865553 0.922966330025348 0.99375102884922 0.00647416012129059 0.0505733666703034 7.63813309728561e-05 1.6766545086933e-08 4.11553915247614e-06 0.330571699195213 0.0237022295258869 1.9759398149839e-08 0.289454779272346 0.655493280954715 0.340059099503057 0.999615955253652
"Rv0317c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0592045593263389 0.00865006582977868 0.000121574442854799 0.794782109187197 9.48287769698168e-10 0.831095861956136 0.0219796721371835 1.87561741494948e-11 2.04602619758707e-17 0.000142454581841338 4.57518653255847e-13 4.15852489090185e-09 0.166768529502396 0.0097032589469438 0.00141823695690874 0.998498138481726
"Rv0318c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0819229076701088 0.946158885867341 0.237667887216692 0.703969987171767 0.0477863835066175 0.71642873306667 0.0982008310817545 0.00536608608570101 0.927228419318344 0.983389270622801 0.989374712757554 1.24278465846366e-06 0.266192586798999 0.882110739061657 0.332307225695643 0.879615159326915
"Rv0319" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00543632736202633 0.0332283883644894 0.0155079460414422 0.938891746122759 6.4949162680766e-08 2.94498124824464e-09 1.34267056747195e-06 1.78136862974115e-12 1.45300331638206e-16 1.84355478294661e-10 2.92946394307232e-13 9.87908476333529e-15 0.0488794096536121 0.178676549252328 0.100243038738076 0.998498138481726
"Rv0320" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.365773942831635 0.151452398332851 0.0735628638800996 0.900465621109807 0.043462029391463 1.56812095686017e-09 8.87090370825498e-06 5.01504367770537e-11 0.00364357457390571 1.43305596235755e-05 2.80544454264244e-12 6.80336222051817e-08 0.618073666572921 0.288139556980547 0.0775753560181213 0.998498138481726
"Rv0321" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.368747501332014 0.453407684570896 0.41472379952198 0.945661506140121 9.22660285631137e-15 0.540767591311044 0.0492887370345893 1.16285018201076e-09 5.18966395870539e-13 0.39289887495604 0.00346163731176427 1.21502704796744e-11 0.928286841044763 0.41829588307654 0.608519863473676 0.998498138481726
"Rv0322" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0792771401734541 0.115651772790593 0.724629957559087 0.942547954286499 1.83671630192214e-12 9.02693760963796e-07 2.66845657970626e-11 5.49057495262961e-06 1.03445696958226e-06 6.04635562658426e-14 5.79870842101953e-15 6.2960146240042e-07 0.33509153590329 0.146354810767114 0.541225849046483 0.998498138481726
"Rv0323c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.857965903001594 0.101431334149518 0.106435838390839 0.993434606278659 3.11070807196993e-07 1.14844960645984e-24 1.91190077389571e-09 0.00121127323737328 8.92867079783162e-08 3.92276779779286e-14 1.54069306810403e-06 0.000413940385080735 0.84325823861425 0.461485789296672 0.572752683212744 0.998498138481726
"Rv0324" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.375200250142899 0.660291934265002 0.00374331039088147 0.777737796290923 0.00188508600958951 3.04183723819002e-18 2.53798639501125e-14 7.14810681223072e-10 3.30801061635006e-06 1.84589800489398e-19 0.00179808234935604 2.53648406759103e-09 0.345568525748194 0.787865338025162 0.00742028316302431 0.998498138481726
"Rv0325" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.929496006548872 0.800662940027403 0.624828273789455 0.958899004129108 0.203216889146964 7.41357657284423e-12 4.14465365992784e-07 0.306097872996615 0.0406319417590515 8.32552847469194e-08 1.29744027463179e-05 0.840318009251415 0.687548442953956 0.643749378641199 0.764452607867382 0.998498138481726
"Rv0326" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.920034027253277 0.587822352439228 0.017419149503463 0.881908560085163 0.0755903846758242 6.63474518068493e-07 4.74063887159319e-06 6.76041302275746e-12 0.0605075077931318 6.75473004827423e-06 0.208281019052775 1.00053221068692e-08 0.921536115099202 0.915002670394317 0.0669525476075087 0.998498138481726
