"Iron_effect_in_EXP_G_D.log2FoldChange_shrunken" "Iron_effect_in_EXP_G.log2FoldChange_shrunken" "Iron_effect_in_EXP_G_L.log2FoldChange_shrunken" "Iron_effect_in_EXP_L.log2FoldChange_shrunken" "Iron_effect_in_STAT_G_D.log2FoldChange_shrunken" "Iron_effect_in_STAT_G.log2FoldChange_shrunken" "Iron_effect_in_STAT_G_L.log2FoldChange_shrunken" "Iron_effect_in_STAT_L.log2FoldChange_shrunken" "Phase_effects_with_Fe_G_D.log2FoldChange_shrunken" "Phase_effects_with_Fe_G.log2FoldChange_shrunken" "Phase_effects_with_Fe_G_L.log2FoldChange_shrunken" "Phase_effects_with_Fe_L.log2FoldChange_shrunken" "Phase_effects_without_Fe_G_D.log2FoldChange_shrunken" "Phase_effects_without_Fe_G.log2FoldChange_shrunken" "Phase_effects_without_Fe_G_L.log2FoldChange_shrunken" "Phase_effects_without_Fe_L.log2FoldChange_shrunken" "Effect_of_Fe_in_response_to_Growth_arrest_G_D.log2FoldChange_shrunken" "Effect_of_Fe_in_response_to_Growth_arrest_G.log2FoldChange_shrunken" "Effect_of_Fe_in_response_to_Growth_arrest_G_L.log2FoldChange_shrunken" "Effect_of_Fe_in_response_to_Growth_arrest_L.log2FoldChange_shrunken"
"Rv2819c" 6.88630803391361e-05 7.43554371434548e-05 0.000269800591787663 -0.000393154262372894 1.25772267675342 0.067266083122577 -0.109061496233602 0.0648940568246442 -0.302872820367967 -0.35996078880646 -1.014367763226 0.889648164874967 0.939354163100928 -0.329314092980621 -1.31359536036082 1.40679585162146 1.04578921446488 0.019219091318074 -0.213312607122661 0.025692844350131
"Rv2820c" 2.94707962492144e-05 0.000200812209656577 -4.00972170342218e-05 -0.000393350505479015 1.01516722649786 0.386365498606002 0.162723470150237 0.0618930370562408 0.0297039929280042 -0.302464092565376 -0.743150450380695 0.618254471246294 1.09711357601215 0.0478408150274906 -0.530085766045787 1.09422446638688 0.882507182047494 0.244229663294802 0.167682461113952 0.0250092707423893
"Rv2821c" 0.000106729702280104 0.000129752163255745 -6.97770460916879e-05 -0.000780784266197727 1.20323301462811 0.185333524883079 0.345811716925385 0.0786703233544603 0.131068067143279 -0.571331573919016 -1.30053432725133 0.652666844731597 1.3027718497079 -0.424795083567528 -0.845846615041969 1.28954643822089 0.922399959856914 0.0904859381706687 0.342252087371469 0.0545623323739326
"Rv2822c" -0.000274515926565843 -7.32759069790373e-05 -9.33874779147866e-05 -0.000273496753541649 1.61040598225303 0.0123916596906287 0.0822171942703209 0.212990967647827 -0.270014041711778 -0.819424950803962 -1.01216622417427 0.723538441580121 1.62245063851941 -0.750830224922533 -0.853911419918432 1.3995789512289 1.82537302369839 0.0383297693460233 0.1184075046299 0.0847132883534586
"Rv2823c" 0.00023017451799007 0.000211600973841703 3.85393751496037e-05 -9.66357683633334e-05 1.23691434493103 0.348665974395613 0.271448958672872 0.068051450115802 -0.724568291117375 -0.386827550519616 -0.235687766748903 0.258217775322952 0.4309214465844 -0.0784731904680336 0.0345386016997167 0.580808547555699 1.06559015864975 0.236324931402033 0.234749031583807 0.0118538591485395
"Rv2824c" 0.000244516506722582 0.000394975454124671 0.00059734298084574 -0.000111371542327948 0.66829234874926 -0.119842676448183 0.161191439521387 0.00415649146458864 -1.38952132138921 0.521140710892831 0.478118947375856 -0.391340158174779 -0.771856755383747 0.216876306829691 0.456987514072353 -0.306979804565115 0.521323468058036 -0.225735512564564 -0.0190263515300485 0.00114216566347125
"Rv2825c" 0.000102288801450032 0.000168093106664012 -7.37579888044889e-05 0.00127016760856279 0.226108157274023 -0.663240878863902 -0.498308461485142 0.00886137972678544 -1.20405292746776 0.948584708642053 0.0760501993065544 -0.110548079136392 -1.019428849707 0.111738286536917 -0.419542088506832 -0.228227434921371 0.142483582853629 -0.700098003922683 -0.415580763572684 -0.00171435199171645
"Rv2826c" 6.15851361958337e-05 0.000219782885234678 0.000239339344845008 -0.000201463412984005 0.292495295458202 0.0117511928906882 0.178662258518617 -0.0533644237773871 -0.846035722674836 0.945776628469158 -0.0151302347825842 -1.17513319358005 -0.554683035761095 0.869398082643714 0.0640970709592333 -1.39814026762556 0.240367433328184 -0.060708125650639 0.0693918669666879 -0.00453365738001928
"Rv2827c" 3.11042523543734e-05 -0.000103116716426397 7.53569897570549e-05 -0.000353349054169436 0.300606640743445 0.0136501648042574 0.519938502958063 -0.0165106112115869 0.0244833198036975 1.63274491658181 0.587442267449229 -0.385186667437393 0.344207636151692 1.7054401805826 1.10330768615824 -0.439305234197047 0.253706109531278 0.0494323695309632 0.447070209719588 -0.000701892355517866
"Rv2828A" -8.35851395259975e-06 0.000152278990589482 -0.00749909807555664 0.000347963338375096 -0.0720422422699646 -0.0137435963690122 0.0565787469469246 -0.0373970736171226 -0.118340825907885 1.04881210270908 -0.0985198603077478 -1.51408637261882 -0.214894266589752 0.884036892805466 0.644724273700958 -2.19251255881277 -0.042167121754227 -0.0928247312403296 0.46855303081585 -0.0203889806371537
"Rv2828c" -0.000152195202292584 -4.17568033636165e-05 -0.000306922871101792 7.746406487067e-05 -0.179429040709651 -0.152592127459415 -0.390490278942351 0.00719617070540064 -0.0102277447106079 0.726308722107821 0.473416575236913 -1.34893118617919 -0.0352033553049662 0.552956009417351 0.192142900011082 -1.25794499832849 -0.0148957505173389 -0.101946738276925 -0.202343018517115 0.00142970156317353
"Rv2829c" -0.000210135368830184 0.000275349734194277 -0.000551108172973596 -0.000477931536755203 0.102590859865856 -0.692401762294207 0.116882798184648 -0.0198737911807872 0.768184010470563 1.82005279254562 0.353192706319721 0.0946977852204284 0.999061122158155 0.944976848336816 0.68225923678646 0.0434860639655452 0.177670578801733 -0.769918016259069 0.279838888991388 -0.000669112422210238
"Rv2830c" 0.000198596277515807 0.000266787449322139 -0.000927853386538291 0.000307679352798428 -0.149972048698085 -0.0321353397776814 0.258449371182207 -0.0248597723564872 0.806542812468669 0.973394302427718 1.01347623933284 0.0373617373976959 0.520034151458169 0.80817709030464 1.57682585324853 -0.300778312693757 -0.222532429162254 -0.119982836758598 0.463700416197342 -0.00940001298178108
"Rv2831" -0.000106198744714522 -0.000119684562461603 -0.000195454407411238 -0.000512992446938156 -0.183869263136331 -0.335190326189086 0.499580573758577 0.0123750364967747 -0.637288532442118 -0.544692567025979 -1.68217458180639 -1.1990776689815 -0.743973439725637 -0.904349550477335 -0.970647038534947 -0.876590402366037 -0.0557141877917083 -0.208539590015084 0.53217907637478 0.0067246198944425
"Rv2832c" 3.7315491545671e-05 -3.35048474235365e-05 -3.55660420890773e-05 -0.000418965372245718 -0.192704501382157 -0.255353104349293 -0.115039584810244 0.0323193672011142 -1.25987087679098 -1.72898089027404 -2.02512936720943 -1.37232134945861 -1.53285979754121 -2.07836298173741 -2.14834266756512 -0.971165856442032 -0.183927597810824 -0.211874829896886 -0.0864332727816818 0.014003084673742
"Rv2833c" 4.54917014280357e-05 -1.94556113066885e-05 -0.000188207286051924 -0.000519248745253443 -0.308319492819163 -0.230662565180069 -1.29174273162081 -0.00362629774010752 -2.33948122934045 -2.08569591655308 -1.86407838394242 -1.34772617205248 -2.77722487081759 -2.47810969866034 -3.19706839477796 -1.26014760406431 -0.289323847072771 -0.202564622507551 -1.09693177329883 0.00125889826227307
"Rv2834c" 3.34843103752621e-06 3.53601370691678e-05 5.94014946910577e-05 -0.000236805373890247 -0.246824359433678 -0.286122621716584 -0.340270284227912 -0.00713293677046473 -2.21086740102423 -2.310459371927 -1.64771059997909 -1.15581970893983 -2.55383988890261 -2.91758935310146 -2.14200327642342 -1.18486969823763 -0.211317249533435 -0.271073928434567 -0.3390885682443 -0.000398828716015992
"Rv2835c" 0.000106386884381842 -1.81750131210373e-05 0.000805647405102533 5.8483327167186e-05 -0.0177933847541079 0.0357736396947603 -0.412458126058273 0.00323134525997199 -1.80918273648048 -1.75341919237881 -1.0030034430384 -1.03773916667872 -1.946470765239 -1.69544742203581 -1.78650300205013 -1.01237366878559 -0.079585374347503 0.0387099657992298 -0.599243962049152 0.000378111190805999
"Rv2836c" 8.28201192815313e-05 0.000146615582901077 -5.48202998732154e-05 0.000590794593467071 -0.512835683325488 -0.223288148870537 -0.0365500731894772 0.00380614869133967 -1.64963676774354 -2.5010088725973 -1.56705154247409 -2.34663015083658 -2.37440326198652 -2.91684754078041 -1.58116683048752 -2.46162694206521 -0.489796612608548 -0.267844856837353 -0.00315324547825813 -0.00155560802150554
"Rv2837c" 0.000197014651363531 -0.000112018988426613 0.000132931386184506 0.000213522453449521 -0.15251902175523 -0.297429119688742 -0.380467187746224 -0.00157181065102045 -0.778146797402893 -1.42830446181643 -0.259984929399144 -0.830202065753628 -1.06205901278289 -1.71424802220271 -0.745818828228088 -0.916653954818326 -0.217940430661269 -0.215661981620626 -0.418148393307644 -0.00116339016064604
"Rv2838c" 0.000143102744529936 2.08989490510635e-06 -0.000211032594053956 0.00150188709075966 -0.1761302946757 -0.192474965031742 -0.0882630542217728 -0.00218063677522736 -0.788729942689373 -1.38186991909 -0.265358599686707 -1.13327542198193 -1.14893438268143 -1.63025733885726 -0.238697402850211 -1.42452714820694 -0.239161745268476 -0.162015491538326 0.0219478822171237 -0.00612075728116052
"Rv2839c" 4.41372982853758e-05 -0.000262693753450837 -0.000212531275611874 -0.000678478138100791 -0.240392786303386 -0.135619008578089 0.191162455212849 -0.00680501426570403 -0.26016731387864 -0.371084972787324 -0.0746120666913792 -0.735828934637808 -0.620189559939086 -0.343356962819045 0.276183584331493 -0.652774025895741 -0.22652355516548 0.0187527322966209 0.268710128642278 0.00122617951051272
"Rv2840c" 1.23221176295548e-05 -0.000166835700032834 7.75264434277391e-05 -8.50458195503779e-05 -0.383251948512656 0.012941491477976 0.256348598203285 -0.00738650990034612 0.603963797949545 -0.102094429299732 -0.277435503681249 0.39511197771269 0.187420443957937 -0.0319925992882057 -0.0432856710947289 0.34265755873317 -0.354950399054223 0.0577693738386923 0.21109705806183 -0.000652808193266341
"Rv2841c" 0.000307981233819425 -3.34502945704965e-05 0.000150155752620937 -0.0001655573624367 0.331579204807029 -0.46358632400474 0.276622675600478 -0.0192562381948591 -0.195295524154251 0.74072974885403 0.304933648768132 -0.10941730682226 0.0740851070895479 0.263285873707463 0.542744492124354 -0.201151266095224 0.247010917543933 -0.438477544118217 0.220293626849073 -0.00124045005405524
"Rv2842c" 0.000215460352784736 5.87259662218409e-05 0.000329527977942952 0.000153522611275708 0.153777367247913 -0.0154073042329779 0.338823415733472 0.00492782595009801 0.545691341136041 0.59078843071764 0.728797648054799 0.639870873284938 0.656614144151767 0.559306667837728 0.977522848274772 0.656491320001936 0.0961238849192521 -0.0259808872575963 0.228491371360829 0.000189406030097303
"Rv2843" -0.000486808888832381 -9.34708816861058e-05 -0.00123593988477899 -0.000124467874407377 -0.471969578991566 -0.212838642225724 -0.353351068137757 -0.0683130804259973 0.710850644655907 -0.011832071891399 -0.429253893415074 -0.831957423405957 0.487553010814383 -0.227716704699645 -0.548149121788247 -1.21734335285476 -0.170852797619875 -0.152945303660975 -0.0987135516412442 -0.0123939313035959
"Rv2844" -6.70317346362922e-05 -0.000421580788507585 -0.000187267874443326 0.000120232994083622 -0.430429479428959 0.195654342767271 0.304424935395388 -0.0212764406508581 0.589125995178498 -0.43083229250316 -0.575676832104858 -0.207187990138442 0.143864076646581 -0.0310123488406103 -0.157281892789165 -0.444438318795812 -0.354767332640366 0.311767233275697 0.366408880027381 -0.00486805687079833
"Rv2845c" -0.000131698218283318 0.000218551460612605 2.12490243317426e-05 -0.000497431511298456 0.166126977876454 2.07738312411258 2.03564910562842 0.0800242737956038 -1.2779959230297 1.22848052335575 0.961460426551997 -1.6056031384407 -0.996147757611784 3.21390647772552 3.0072143479622 -1.09966331270579 0.212488451679963 1.8959495379391 1.98429235100323 0.038430352177308
"Rv2846c" -0.000102942970471932 0.000185518674204696 9.05014161875483e-05 -0.000262303189316317 0.509323652195356 1.24014986537163 1.19169473798747 0.0601206225241001 -0.741846206847144 1.5693984221532 1.51391180563274 -1.2510938312744 -0.0247112856223027 2.76577358816568 2.73366252523336 -0.77932507024705 0.503818243206588 0.971076895484 1.02100774443786 0.0185544409183717
"Rv2847c" 8.4547651350949e-05 9.05609224218972e-05 8.04076104043539e-05 4.41105012699484e-05 0.260138445998498 0.406667296365047 0.256861274297706 0.0163497104567558 -0.469056423216493 0.69074781484578 1.17333650246193 -0.566048898638009 -0.220810878854938 1.10027405752145 1.40991656836677 -0.429255859715512 0.198393281155823 0.332628866824598 0.200897295258237 0.00207719487083723
"Rv2848c" 9.1072266054625e-05 -1.31942003995288e-05 -3.30990535050208e-05 -0.000596977847400594 -0.183805823677023 -0.43645453854928 -0.5802806778016 0.00640919167474157 -1.77697816728188 -1.01167986809613 -0.501095781770579 -2.00884867159201 -2.04645582960197 -1.51518968397114 -1.10693135827767 -1.78779174671135 -0.2001152004905 -0.392440066837737 -0.523802301731506 0.00428879473768779
"Rv2849c" 0.000103071598059597 -0.000158560927202886 5.09224830571335e-06 0.00110641475982293 -0.213111559652854 -0.906596103011403 -0.456826414697295 0.00223374769512621 -1.54243363418612 -1.17651636076101 -0.583525507610252 -1.32920279170518 -1.84536965068688 -2.13605685839833 -1.08405704272058 -1.49548783923282 -0.229872954417902 -0.784586487223986 -0.42930224530925 -0.0026566465554474
"Rv2850c" 3.34255262673685e-06 -4.55715270212698e-05 -9.39146726003841e-05 0.0002255913304752 0.0230266861998822 -0.261757751868463 -0.567674776345698 0.00285129224968455 -1.11719018953075 -0.572827944995662 -0.177946890045632 -1.94090909610207 -1.10087778398893 -0.851648429620292 -0.736730815364783 -1.97914939229322 0.0183074426404111 -0.206431584038643 -0.473064462647668 -0.000465362105145536
"Rv2851c" -0.000230393175358683 -0.000348629337500166 0.00068248815219279 0.000333114742503248 0.257191484272006 -0.038783951192221 -0.313151148949821 0.00703624414048479 -0.376588238482404 -0.427953551154436 0.32401129913318 -0.119651554747137 0.0999297159214658 -0.273550166554655 -0.268080683461034 -0.133390448222307 0.354755748778132 0.106322455216494 -0.493389175060842 -0.000184096145936699
"Rv2852c" -2.35611480309789e-05 -0.000172451957049201 0.000166062177253637 -0.000446584296639147 0.0773552617812735 -0.525511229295544 -0.694333622271591 0.00025198145212278 -0.58917479670746 -0.736104449036895 0.00788421021436623 -1.19551184970187 -0.493940405980389 -1.22951311992548 -0.814193562154143 -1.07368675036307 0.0777815872522355 -0.406909568329295 -0.736231736543874 0.00178243092296936
"Rv2853" 4.89006551065573e-07 -9.43790305775457e-05 -0.000874290292229241 0.0014139856189839 -0.0605996879380591 -0.0646290805404276 -0.0432535365448835 0.012893673881658 -0.253910499939925 -0.205389489999971 -0.219472301469948 -0.0681840045626556 -0.345585127289843 -0.206386153543419 0.0432269488670633 -0.161732119869564 -0.0470754321091151 -0.000304199769841811 0.185604478517158 -0.00142126407408495
"Rv2854" -8.14701641526244e-06 -0.0004199939192733 -0.000226226371697244 -0.000187140557603163 0.0339959967512104 -0.0765160135919066 -0.116238539697199 0.0581408640326384 0.53183711658569 -0.077182426810942 -0.137211510768829 0.0664882599750159 0.575796478923415 -0.0276426311922427 -0.166730219346722 0.42541736595248 0.0333099273121735 0.0356206473698999 -0.0241841945003277 0.0158476133479387
"Rv2855" 7.39767018893134e-05 -0.000198912170615768 -6.68862820909362e-05 -0.000276159247290619 0.326360845748213 0.202726481306389 -0.157649021530119 0.00521531252555764 0.229559985125274 -0.945456610420566 -1.28922621673505 0.0492542619713407 0.562183241887293 -0.606205506808594 -1.43160955901512 0.192854898376815 0.257315725227466 0.25158114449453 -0.116045482933423 0.00220753334418341
"Rv2856" 3.58943901658072e-05 0.000380334125866715 0.000211687258661174 -0.000218268358673175 -0.373918800429735 -0.66414263665782 -0.68149195126738 0.000219991347956432 -1.1748633125781 -1.43584372114332 -1.85627630676531 -1.12004523566478 -1.58790822843083 -2.31003409062595 -2.65536006278707 -1.06536942438214 -0.35871041612116 -0.730536128696929 -0.72916422698969 0.000675264766748689
"Rv2857c" 0.000340248358357028 0.000220727778346961 3.52231833042099e-05 0.000136562819480537 -0.291272615801561 -0.753719910427529 -0.79485951726391 0.0133027657889525 -1.3356174646077 -1.44733226288783 -1.72471579788917 -1.35303311235386 -1.76985024240433 -2.39678219317478 -2.58574205587074 -1.26404123659808 -0.363292862957788 -0.789601909629729 -0.780377096523907 0.00120289342554897
"Rv2858c" 0.000267779037944519 -0.000127932848172842 -8.32533985754051e-05 -0.000102720145800676 -0.264594335476499 -0.381715357122963 -1.13262894513421 -0.00370010204467865 -1.62481141788101 -2.02818471419002 -2.02828547797931 -1.80722578708265 -1.98595424374261 -2.43963792590059 -3.16872092873735 -1.8244183080143 -0.309678674804051 -0.328738376103897 -1.07483061153165 -0.000192510873177739
"Rv2859c" 2.2175641499981e-06 -0.000343208063878885 -8.2159303734328e-05 -0.000421582016610401 -0.292757498529412 -1.04357885666045 -0.800700161688816 0.00410527717067561 -1.51914510756347 -1.61704460283087 -1.55092483219734 -1.75797838940147 -1.87449831618333 -2.67120228716737 -2.37712761005233 -1.58571375123891 -0.254126483314573 -0.800410611005909 -0.696579729587043 0.00280053779523855
"Rv2860c" 0.000135779377384324 8.28232828850829e-05 0.000503304392286147 -8.16387255658921e-05 -0.429199398635286 -0.541838216237566 -0.473791276606884 -0.00815483805602458 -1.45056155002464 -1.19872971900311 -0.826621823089641 -1.65365236746125 -1.95400179351315 -1.825738262488 -1.47657443158089 -1.71804570181013 -0.434844734990987 -0.543105562744521 -0.597281617634104 -0.000796606778579843
"Rv2861c" 0.000776134012691016 0.000289522863529175 0.000153260050757332 -9.4288133781336e-05 -0.408628998965493 -0.533258050720146 -0.609890376517158 -0.00619342583511439 -0.685042704519708 -0.70123833126239 -0.421223308869096 -1.5093416726801 -1.22139280978682 -1.30633057804299 -1.07924420425662 -1.55722571987388 -0.500192770969793 -0.566178340292511 -0.631333911902839 -0.000572785543586563
"Rv2862c" -0.000101118167049476 8.91120144241145e-05 0.000124176352301955 0.00560413229792437 0.461461171306765 0.90880373397408 0.15610307202308 0.0113808702313794 0.194553096993441 0.280347156445391 0.525841221470411 0.361381451089388 0.779847027783456 1.28247784269748 0.632579765064295 0.18594669396687 0.45570956875696 0.812160613551071 0.0873548908077975 -0.00289317344395089
"Rv2863" 8.15505318056207e-06 -7.2496943139227e-05 0.000451853694649861 -0.000362076672653627 -1.05804564751248 -0.10275757615713 0.305089458905473 -0.0730176616706865 0.132727973550583 -0.988942158852599 -0.687240774626959 -0.566641307666951 -1.04248578394781 -1.13405530312369 -0.535506356354384 -1.01362201786535 -0.950593887881341 -0.0690144577937604 0.119835595581134 -0.0134198962630175
"Rv2864c" -0.000167104666345893 -0.000351537004716764 -8.71491763553961e-05 -0.000321335013637242 -1.47430972451729 -0.712522062699055 -0.398020942222665 -0.0498360963984469 0.450711619660976 -1.17914714045124 -2.47505553621933 -0.750089172325713 -0.939647068608917 -1.8226135060822 -2.87553798859696 -0.959808809574277 -1.29363965705145 -0.497013190689861 -0.321088746403997 -0.00377629130935543
"Rv2865" -0.000138729058769075 5.18626708034552e-05 -7.899125845755e-05 -0.000137688702248521 0.459882059385268 0.694632991893285 0.0506740840400036 -0.0326601892705247 0.909239420575613 1.07743112650683 1.84656474951505 0.16858044608135 1.49747769127577 1.85407415854102 1.95489641595747 -0.0830900171627147 0.471937331434723 0.625907993874038 0.0860608793165692 -0.00501796896063069
"Rv2866" 0.000263316706990958 0.000407066389369317 0.000469248163344382 -0.000290322297442839 0.913498400477719 0.250970764385806 0.374745126833854 0.0013812649611168 0.372662629749579 1.86878913190374 1.89194570473352 0.07695286165148 1.22968636094777 2.01120693808788 2.12601364466974 0.172779314116851 0.759919516651857 0.102132536337985 0.20390632647108 0.00131557940737591
"Rv2867c" 0.000181353009317405 0.000331144074619002 0.000138735039896358 -6.32619890779571e-05 0.508765532696502 0.546008881762127 0.122918180964956 -0.0214015734252525 0.336020874916557 1.32569003639057 1.68678991625753 0.461680630327218 0.825169716044762 1.80915496365985 1.76800729358613 0.338473675358921 0.4345823621438 0.441912632770055 0.07223446787669 -0.00188959002116021
"Rv2868c" 0.000252605469737177 2.25736465082405e-05 -2.18286247208211e-06 -5.22444190717443e-05 0.291848806980368 -0.185992351158353 -0.108280047763117 -0.0677152612715893 -0.0215307250715821 0.472320601220215 0.593133865650629 0.243094988006395 0.222577235149565 0.267689913449393 0.482211968713651 0.0477562626709997 0.219527997380884 -0.174414397811361 -0.103330923632333 -0.00495816026086914
"Rv2869c" -0.000206676091024838 -0.000131683621496167 0.000110228066836202 -0.000233887029986374 0.628075928851511 0.0514789498929501 0.120681124696692 -0.00247165480196031 0.284342474296186 0.746355827040985 0.736794224485785 0.479305967094152 0.98851703249818 0.83605896962676 0.827012166138088 0.504627925947944 0.643088834502884 0.0724768148042984 0.0823116547642732 0.000291984549554367
"Rv2870c" -1.26760192180547e-05 -0.000404118103252914 -1.80138232970555e-05 7.91828750620487e-05 0.467138755635246 -0.0140249227432308 -0.017918924303258 -9.6364873398504e-05 0.0853670512231101 1.13597320848424 0.933731887015784 0.015452912709593 0.583387147376637 1.21872783366585 0.922718615883422 -0.00498603900771332 0.443766798731927 0.0656606880834474 -0.0117331860379685 -0.000237144201877747
"Rv2871" -0.000205499676088769 0.000207006036512527 -0.000114036182259131 0.00121503497312241 -0.20883241528932 0.337547428924414 -0.218344403207291 -0.0153968694231739 1.83643260639819 1.13399811338519 1.4945130237108 1.33361362238553 2.02472684164279 1.47794699970089 1.31539018460977 0.775224460140348 0.0871327197899041 0.17026740325731 -0.128777483765687 -0.0154850833981036
"Rv2872" -0.000229499596075461 0.000191698320236138 -7.52887863066504e-05 0.000267655085413108 -0.109236624031908 0.102332872692245 -0.192490383689426 -0.0267251894734316 1.61185218850668 1.03060085190375 0.669449750468404 0.580157002035501 1.73195763417456 1.04770873822369 0.503044648852011 0.192852166249396 0.0722863779869483 0.00383097296591423 -0.133447416620121 -0.0102160128396254
"Rv2873" -6.93127913503855e-05 4.37016613503353e-05 -0.00018734816544083 -0.00112701883370489 -0.249881594276562 -0.310530364655185 -0.0815588260035974 -0.0412865562785705 2.02685341804817 1.02633920237002 0.434960199098479 1.12425838022374 1.80753347548866 0.595964771102517 0.456668701155631 1.01887811036161 -0.157148871971583 -0.293405459396857 0.0158680614558791 -0.00152708430804267
"Rv2874" 0.000139711129798403 0.000447685361259154 0.000202655196034049 0.000151475890476653 0.0139612965447004 -0.276612089025723 -0.811365140710148 -0.00801466748711518 0.80021919625761 1.44077425113306 1.8604111613367 1.29058542064422 0.768512833993936 0.977320879148039 0.934862221401374 1.16163483803635 -0.0292230771831901 -0.386758381262603 -0.864512450630995 -0.00193067086461097
"Rv2875" -6.91478205047597e-05 0.000132189649056376 -0.000180063920591573 0.000422602139197561 0.0302576682069718 -0.498597442686134 -0.45095093535958 0.00262381272546438 1.01388592449224 1.66512977453493 1.39953778163093 0.793444672362538 1.08737138319059 0.981099927318274 1.00881643950482 0.715037764473876 0.0546128352512149 -0.517714745990219 -0.338858623466436 -0.0010801293966925
"Rv2876" 6.87521643283867e-05 -8.85770451028647e-08 2.18489247552774e-05 0.000859672684946997 -0.209292243332518 -0.721341444541102 -0.446948034497437 0.0191172033217977 1.56677510769975 2.00862292422924 1.89566895617504 1.03432193105284 1.29176322346415 1.19763876889397 1.40585027992672 1.04001238105489 -0.21459946949611 -0.671406928013546 -0.425508961447883 5.13511686341939e-05
"Rv2877c" 0.000216493292913993 0.00043622496928476 -3.35399934388359e-05 0.000248250860888719 0.192754850590214 -0.725213272526602 -0.265742812649267 0.00239786807246377 0.191203108805727 2.13088330404848 1.55800380593686 -0.0676955892984769 0.301750916504735 1.17433291689037 1.29530268830866 -0.113141831851465 0.0822764238112218 -0.855976030396104 -0.230130454771252 -0.000587851066648843
"Rv2878c" 8.90062313114779e-05 0.000205746180659454 0.000184496632203342 -0.000216738238198872 0.216217861011517 -0.721333233461922 0.0066482808829762 -0.0107691562374945 0.121475572813993 1.49819333918804 0.974106023281514 0.411479121801721 0.319680666660776 0.615861262847778 0.883804952861611 0.364643495134945 0.147383540228401 -0.772861574110611 -0.0793308313048731 -0.000618941189136952
"Rv2881c" 9.48047958824882e-05 -6.33427367072908e-05 -6.97102403826946e-05 -0.000114690504748701 -0.116932728226116 -0.45807720206188 -0.925597804363039 0.0105972335529577 0.0928466240658194 -0.723375858924857 -1.01223312801121 -0.392448401091023 -0.085810054263655 -1.20342780751696 -1.9489658321773 -0.241406730048043 -0.144561169564508 -0.384986620127733 -0.830967060623235 0.00236801041323848
"Rv2882c" 9.01418088581516e-05 -0.000316304083246255 0.000113259817359198 -0.000397442690398077 -0.0428177544059476 -0.634197265649594 -0.952910502424232 0.0102950625713436 0.0114111226389678 -0.671934299719934 -0.558685790770473 -0.191504199713254 -0.0839962055305377 -1.22809183925712 -1.6275161545129 0.0304767217101723 -0.076728098393715 -0.44928054632253 -0.964851481797567 0.00439784843803466
"Rv2883c" -4.84500888486188e-06 -7.90917909952199e-05 -5.03920385611843e-05 0.00153676882470669 -0.358311985834653 -0.734422579243336 -2.47493913229108 -0.0135453974967804 0.116406679623083 -0.989045350848348 -0.24241070137251 -0.877117808394364 -0.270377527133379 -1.75920585934994 -2.69290144643263 -1.23384040558737 -0.315967201353908 -0.655154085058342 -2.42981451679625 -0.0148620784400334
"Rv2884" -0.00061438750330134 0.000219907185875673 -0.000765356080704795 -0.00010503235988117 0.608187994506126 0.472318013690135 1.53574491869073 -0.000592136907083738 0.914428971210566 0.719035907477495 0.0994759971146967 1.1315075103938 1.69612651481932 1.18275674569946 1.8278774870941 1.15100996082627 0.718488891247355 0.398499729535932 1.69693418583893 0.000222441134639245
"Rv2885c" -0.000343123520043169 -0.000191500283833765 -0.000129623010479478 0.000188727838607919 1.15664370774143 1.15012862474634 4.07027697234448 0.00719961198211709 -1.90498940008285 -1.53476749302158 -1.36371725981523 -2.14079754006538 -0.571682184266441 -0.247768138313553 2.7566255360104 -2.11670968100771 1.26910439937736 1.18098253831594 4.11505184780284 0.000331580796758723
"Rv2886c" -4.24102596617308e-05 9.82639290169201e-05 0.000122366406791762 0.00462369073818035 1.20269252498898 1.22281989707511 3.59744711520749 0.00958043169187214 -2.4138118369703 -2.05468080318046 -1.12276391327241 -2.43959490944907 -1.11287650567413 -0.774786812846025 2.36817508855267 -2.662518128835 1.14456923853921 1.06026625242901 3.48391985208046 -0.00352262931746575
"Rv2887" -6.83041327613477e-05 0.000113788343941517 -0.000187429150304286 0.000212311796938347 0.155341596368225 -0.130674303647049 -0.125501554728287 0.0389905578075652 0.189197514402599 0.620240179743227 0.383274025138142 -0.13218237422508 0.435511595864859 0.373391173031034 0.354167320192058 0.107424426209397 0.169633629280831 -0.163855035235533 -0.023946031522819 0.00455046024856394
"Rv2888c" 0.000325695934677494 -0.000306196237771379 -6.1772130152146e-05 -0.000270040042087226 -0.293910134770567 -0.33758944809722 -0.0509758660935375 -0.0217455472389417 0.726331749011042 0.3244206149019 -0.162939842516294 0.533018977122748 0.307978928528722 0.0628287025586974 -0.192013828179651 0.452788142185001 -0.363356912327884 -0.221879368344899 -0.0249602375336728 -0.001046599176935
"Rv2889c" 9.69999636245973e-05 -0.00017143779625125 -0.000458482731422036 -8.74317870066671e-05 -0.137984036823298 -0.499281862884343 0.343892295081647 -0.0139196230146467 0.752129301378305 0.45184680284938 -0.40469764387468 0.0779642788076207 0.54774492768287 -0.00278222592545213 0.146727967844909 -0.0307869419395489 -0.162984929693122 -0.377990748813153 0.483266413471335 -0.00154463415168041
